"","logFC","logCPM","LR","PValue","FDR"
"oases6_k49_Locus_22096_Transcript_2_2",5.99860641859878,2.34306733043145,12.1684153302261,0.000486055832538403,0.0319734684710654
"oases3_CL7347Contig1_1",4.23830508009055,1.79744945466278,12.1499989653115,0.000490878917168522,0.03221421974423
"oases6_CL11614Contig1_1",-4.75526007403382,2.51382635463368,12.1253775125343,0.000497402609773015,0.0325489646948151
"oases3_k49_Locus_2506_Transcript_10_1",4.52927930860263,3.57507601784047,12.121149511255,0.000498531631439257,0.0325489646948151
"oases3_k25_Locus_11054_Transcript_2_1",-3.94253123272445,8.14346312216142,12.1175096585004,0.000499505668928159,0.0325489646948151
"oases3_k49_Locus_41989_Transcript_1_1",3.94980155920361,3.59385597197678,12.0799282876377,0.000509675579209504,0.0331336983348075
"oases3_k31_Locus_3722_Transcript_5_1",-3.73181592550387,6.45779530842048,12.0306147251753,0.000523338138271941,0.0339422163964945
"oases6_k25_Locus_41592_Transcript_1_1",4.31402071244286,2.09089435028856,12.0150762933013,0.000527719278828131,0.0341463965137062
"oases2_CL943Contig1_1",-5.22106541237022,2.51508420648672,12.0038937322658,0.000530895152995627,0.034271819037438
"oases3_k49_Locus_33222_Transcript_7_1",4.05014231468557,2.19866216225322,11.9884350781324,0.000535317245498754,0.0344769204577733
"oases2_k49_Locus_3075_Transcript_1_1",-4.67073154188007,4.44997428146238,11.9736972664546,0.000539567755470218,0.0346254052923352
"oases3_k25_Locus_43843_Transcript_2_1",4.62181782201974,2.9977884184489,11.9717796382687,0.000540123315024511,0.0346254052923352
"oases3_k49_Locus_18991_Transcript_4_1",4.11346467715407,1.86410864790904,11.9049202586202,0.000559858651670444,0.035807680137093
"oases6_k25_Locus_56266_Transcript_3_1",5.85986777844141,0.86494348413846,11.8783373492888,0.000567906157885551,0.0362386938628628
"oases3_k49_Locus_51508_Transcript_3_1",5.77156211618831,3.47515112831767,11.8678926765286,0.000571099967226782,0.0362947665282291
"oases6_k43_Locus_31273_Transcript_2_1",2.93576889864394,5.06312661700257,11.8646661885781,0.000572090235909574,0.0362947665282291
"oases3_k37_Locus_3553_Transcript_9_1",-2.5410688620306,6.76852895595996,11.8611442768778,0.000573173154787157,0.0362947665282291
"oases3_k49_Locus_49639_Transcript_1_1",5.89953143285651,0.39867049216099,11.8583716325942,0.000574027144484883,0.0362947665282291
"oases6_k37_Locus_22627_Transcript_7_1",3.08513656110281,4.94234777618116,11.8192360438347,0.000586219080737443,0.0369623415028453
"oases6_k37_Locus_4444_Transcript_4_1",2.59899160440995,6.65510427184485,11.8159498664252,0.000587254649427744,0.0369623415028453
"oases6_k43_Locus_57815_Transcript_1_1",5.0404900499087,1.40668922564375,11.8096879740835,0.000589233067470321,0.0370027677336124
"oases3_k49_Locus_6598_Transcript_8_1",-4.62521255634858,3.11717852290402,11.759668471933,0.000605280061408313,0.0378354469130821
"oases3_k37_Locus_50057_Transcript_1_1",3.13583920320844,4.07419637125819,11.756372736203,0.000606352750003021,0.0378354469130821
"oases6_k25_Locus_28586_Transcript_5_1",-4.8196510858022,4.12367726978611,11.7556407282714,0.000606591262707028,0.0378354469130821
"oases6_k43_Locus_48839_Transcript_1_1",4.69158957174415,1.90903555246982,11.7449505308974,0.000610085301582691,0.0379678704315305
"oases3_CL10258Contig1_2",-5.06929200956539,3.66274081922624,11.7342033081765,0.000613618467049258,0.0381021296557448
"oases3_k49_Locus_18369_Transcript_1_1",-5.84698064308769,2.57682362990049,11.7238793045397,0.000617031956563046,0.0381633091811535
"oases6_k31_Locus_56259_Transcript_1_1",6.42680217328232,1.14475933546464,11.7228907655783,0.000617359807653526,0.0381633091811535
"oases3_k31_Locus_18525_Transcript_1_1",3.36708502926536,5.49662786457971,11.6650306357646,0.000636858945973193,0.039281005901518
"oases3_k49_Locus_48556_Transcript_3_1",6.50133954665234,3.17957316233777,11.6572743772859,0.000639519700646185,0.0393574635326566
"oases6_CL7392Contig1_1",-4.64706378713382,1.32188937517121,11.6355803392274,0.00064702152819531,0.0396721708362893
"oases3_k43_Locus_18300_Transcript_3_1",4.75732628193157,2.01720633480628,11.6342098502404,0.000647498419080044,0.0396721708362893
"oases6_k49_Locus_11722_Transcript_1_1",-4.60743033513236,2.86787206816988,11.6269836939768,0.000650018791377601,0.0397386763982589
"oases6_k49_Locus_5282_Transcript_1_1",-3.52362636889749,4.68327478081944,11.6152522533852,0.000654131656763785,0.0399020310625909
"oases6_CL12569Contig1_1",4.37896380272089,2.40120817681444,11.605320910881,0.000657633973268147,0.0399561004152336
"oases3_k25_Locus_6501_Transcript_10_1",3.19921095940039,3.88559902292853,11.6045586118526,0.000657903581618637,0.0399561004152336
"oases3_k43_Locus_20333_Transcript_7_1",4.13116295500776,3.00187943809256,11.5942845738957,0.000661548193107604,0.040089530984512
"oases6_k49_Locus_18297_Transcript_7_1",4.55783090833282,1.31338307115255,11.5558798610902,0.000675353413766906,0.0408367629713116
"oases3_k25_Locus_2180_Transcript_1_1",-3.13991540941102,4.57343190146478,11.5345475138911,0.000683147027630473,0.041218025671456
"oases6_k25_Locus_57118_Transcript_4_1",5.59174104015785,3.23959289690459,11.5168004489157,0.000689699977398117,0.0415229373349206
"oases3_k43_Locus_20836_Transcript_10_1",6.53101691248352,3.17579018887022,11.5079935774024,0.000692975374939455,0.0416296313092695
"oases6_k43_Locus_38600_Transcript_1_1",4.55532760128144,2.01787911022207,11.4817222191897,0.0007028397107222,0.0421308288933779
"oases2_k25_Locus_19477_Transcript_1_1",5.36604261754759,1.98813359204698,11.4625081261107,0.000710143900501328,0.0424258659468741
"oases6_k49_Locus_18712_Transcript_1_1",4.79185695650318,1.60603709885617,11.460725296566,0.000710825514528403,0.0424258659468741
"oases3_k43_Locus_33997_Transcript_1_1",-4.67996094864684,4.04725545286424,11.4473056871952,0.000715977375927348,0.0426414568794236
"oases3_k49_Locus_50902_Transcript_5_1",5.16995321533944,4.24691997668411,11.4403982625852,0.000718643862983835,0.0426779109265049
"oases3_CL21165Contig1_1",-4.90061742029342,4.02412240916629,11.4377429458038,0.000719671567945324,0.0426779109265049
"oases6_k49_Locus_1854_Transcript_3_1",3.40015567461527,7.68105453615171,11.4255262205708,0.000724419052984021,0.0428676522507254
"oases6_k49_Locus_59007_Transcript_1_1",6.16390023057118,1.94245884779893,11.4135453063142,0.000729105631480105,0.043052987970597
"oases6_k49_Locus_61331_Transcript_7_1",6.345226376666,1.52700010574104,11.4061868310237,0.000731999221417572,0.0431318860381665
"oases6_k49_Locus_19362_Transcript_4_1",4.79245169381788,4.82412254867318,11.3956168210589,0.000736176006118707,0.043285898754674
"oases3_CL21017Contig1_1",6.67198986784505,1.12178201860767,11.3838852620049,0.000740839983266211,0.0433847563895627
"oases3_k37_Locus_1051_Transcript_25_1",6.29373592860305,1.0989149622997,11.3835080057486,0.000740990459025895,0.0433847563895627
"oases3_k49_Locus_48649_Transcript_3_1",4.03830781898049,2.83882655593833,11.3423019963643,0.000757613545977272,0.0441174362118636
"oases3_k49_Locus_4823_Transcript_5_1",-4.43923490323054,2.88017150618381,11.3406665744102,0.000758281017797776,0.0441174362118636
"oases6_k49_Locus_5899_Transcript_3_1",-2.40248583289295,6.06642246495138,11.3406608147337,0.000758283369569115,0.0441174362118636
"oases6_k31_Locus_41237_Transcript_1_1",3.4428525793369,6.36769103969561,11.2954869890526,0.000776957192370759,0.0451091247075803
"oases3_k43_Locus_10963_Transcript_5_1",-3.14949875313799,5.65431747596353,11.2886134907937,0.00077983899474144,0.0451817178250407
"oases6_k31_Locus_52275_Transcript_10_1",2.46164042284438,6.28901394407287,11.2332057777706,0.00080346742006836,0.0464535004830337
"oases6_k25_Locus_27533_Transcript_11_1",5.36872540619734,1.13466130659913,11.2003164545392,0.000817833835523417,0.0471856046687198
"oases3_k49_Locus_48641_Transcript_4_1",4.51085322726707,0.727478640826732,11.1757329254043,0.000828741510334654,0.0475881013660714
"oases6_CL924Contig1_1",4.23267733549871,3.60290285493592,11.1731455796621,0.000829898030065567,0.0475881013660714
"oases3_k43_Locus_15190_Transcript_1_1",-5.38437041581345,1.41266552427175,11.1714943928743,0.000830636947889473,0.0475881013660714
"oases6_k49_Locus_56608_Transcript_3_1",4.5010665638844,3.45696688242221,11.1691584486593,0.000831683435443726,0.0475881013660714
"oases6_k43_Locus_57490_Transcript_3_1",6.04208250290122,1.36097189292583,11.1647408912326,0.00083366611617484,0.0476031946831876
"oases3_k43_Locus_50382_Transcript_1_1",5.13474610700148,0.789487363605524,11.1341304488577,0.000847536520990384,0.0482913373401853
"oases3_k37_Locus_25255_Transcript_1_1",-5.31557436231613,2.85644480758006,11.1284147397543,0.000850152190199585,0.0482913373401853
"oases2_k43_Locus_6964_Transcript_1_1",-4.33300759321267,2.91429978653546,11.1266778053708,0.000850948675597979,0.0482913373401853
"oases3_CL2305Contig1_1",2.69221227504398,4.0388889708912,11.1052194047764,0.000860851044185547,0.0487533922651831
"oases6_k49_Locus_28612_Transcript_4_1",-4.31465623732404,2.97205748607585,11.0946729350699,0.000865760514740215,0.0489313708065623
"oases6_k49_Locus_34415_Transcript_1_1",4.41036054408574,5.63186976734733,11.0898552829051,0.000868012580071211,0.0489587380702487
"oases6_k49_Locus_7740_Transcript_1_1",5.53230095400449,2.4665885228947,11.0749953021603,0.000874996416107599,0.0492523389180566
"oases3_k43_Locus_17406_Transcript_5_1",4.96620511103703,1.76636248896417,11.0708422583845,0.000876958383788798,0.0492626480337667
